DateKey,CurrencyKey,Sum of AverageRate,Năm,Quý,Tháng,Ngày,Sum of EndOfDayRate
20101231,103,0.120800666819681,2010,Qtr 4,Tháng Mười Hai,31,0.120788993706893
20110101,3,1,2011,Qtr 1,Tháng Giêng,1,1
20110101,6,0.639181847235539,2011,Qtr 1,Tháng Giêng,1,0.639631572214405
20110101,14,0.00157294534014943,2011,Qtr 1,Tháng Giêng,1,0.00157316829329646
20110101,16,0.518268981601451,2011,Qtr 1,Tháng Giêng,1,0.519480519480519
20110101,19,0.681570338058888,2011,Qtr 1,Tháng Giêng,1,0.684509548908207
20110101,29,0.531603848811865,2011,Qtr 1,Tháng Giêng,1,0.531886601776501
20110101,36,1.03982530934803,2011,Qtr 1,Tháng Giêng,1,1.03982530934803
20110101,39,0.158503724837534,2011,Qtr 1,Tháng Giêng,1,0.15852885225111
20110101,61,0.106997646051787,2011,Qtr 1,Tháng Giêng,1,0.10710192890574
20110101,85,0.266723567694442,2011,Qtr 1,Tháng Giêng,1,0.267265341030575
20110101,98,1.62258640272595,2011,Qtr 1,Tháng Giêng,1,1.62364020133138
20110101,100,1,2011,Qtr 1,Tháng Giêng,1,1
20110101,102,0.00945447669471495,2011,Qtr 1,Tháng Giêng,1,0.00946234931208721
20110101,103,0.120797748329971,2011,Qtr 1,Tháng Giêng,1,0.120799207557198
20110102,3,1,2011,Qtr 1,Tháng Giêng,2,0.999600159936026
20110102,6,0.638284291823578,2011,Qtr 1,Tháng Giêng,2,0.638162093171666
20110102,14,0.00157170923379175,2011,Qtr 1,Tháng Giêng,2,0.00157151163704367
20110102,16,0.517625135876598,2011,Qtr 1,Tháng Giêng,2,0.516262261228704
20110102,19,0.683060109289618,2011,Qtr 1,Tháng Giêng,2,0.681523887412254
20110102,29,0.526925914216461,2011,Qtr 1,Tháng Giêng,2,0.526759376316898
20110102,36,1.03050288540808,2011,Qtr 1,Tháng Giêng,2,1.02976006590464
20110102,39,0.157099318188959,2011,Qtr 1,Tháng Giêng,2,0.157089446730969
20110102,61,0.107123727905731,2011,Qtr 1,Tháng Giêng,2,0.10710192890574
20110102,85,0.266616898179007,2011,Qtr 1,Tháng Giêng,2,0.265915013561666
20110102,98,1.61681487469685,2011,Qtr 1,Tháng Giêng,2,1.61655350792111
20110102,100,1,2011,Qtr 1,Tháng Giêng,2,1
20110102,102,0.00942418245217227,2011,Qtr 1,Tháng Giêng,2,0.00941779209282176
20110102,103,0.120796289137998,2011,Qtr 1,Tháng Giêng,2,0.120790452722617
20110103,3,1,2011,Qtr 1,Tháng Giêng,3,1.00050025012506
20110103,6,0.639304436772791,2011,Qtr 1,Tháng Giêng,3,0.639549756971092
20110103,14,0.00157170923379175,2011,Qtr 1,Tháng Giêng,3,0.00157170923379175
20110103,16,0.517330574236937,2011,Qtr 1,Tháng Giêng,3,0.519480519480519
20110103,19,0.683013455365071,2011,Qtr 1,Tháng Giêng,3,0.68667170225915
20110103,29,0.526121955069185,2011,Qtr 1,Tháng Giêng,3,0.526398905090277
20110103,36,1.02901831652603,2011,Qtr 1,Tháng Giêng,3,1.02933607822954
20110103,39,0.156872588083958,2011,Qtr 1,Tháng Giêng,3,0.15688243230523
20110103,61,0.107123727905731,2011,Qtr 1,Tháng Giêng,3,0.107215610592902
20110103,85,0.266616898179007,2011,Qtr 1,Tháng Giêng,3,0.266666666666667
20110103,98,1.61838485191779,2011,Qtr 1,Tháng Giêng,3,1.61995788109509
20110103,100,1,2011,Qtr 1,Tháng Giêng,3,1
20110103,102,0.00939672993798158,2011,Qtr 1,Tháng Giêng,3,0.00939823125287821
20110103,103,0.120796289137998,2011,Qtr 1,Tháng Giêng,3,0.12080212611742
20110104,3,1,2011,Qtr 1,Tháng Giêng,4,0.999500249875062
20110104,6,0.639181847235539,2011,Qtr 1,Tháng Giêng,4,0.638895987733197
20110104,14,0.00157170923379175,2011,Qtr 1,Tháng Giêng,4,0.00157161067620278
20110104,16,0.517330574236937,2011,Qtr 1,Tháng Giêng,4,0.516022498580938
20110104,19,0.683947746392176,2011,Qtr 1,Tháng Giêng,4,0.682081713389264
20110104,29,0.52667614683731,2011,Qtr 1,Tháng Giêng,4,0.526592943654555
20110104,36,1.03007828594973,2011,Qtr 1,Tháng Giêng,4,1.02923013585838
20110104,39,0.157040108043594,2011,Qtr 1,Tháng Giêng,4,0.157032709913475
20110104,61,0.107123727905731,2011,Qtr 1,Tháng Giêng,4,0.107021693297231
20110104,85,0.266602682022981,2011,Qtr 1,Tháng Giêng,4,0.266198157908747
20110104,98,1.61890885543144,2011,Qtr 1,Tháng Giêng,4,1.61838485191779
20110104,100,1,2011,Qtr 1,Tháng Giêng,4,1
20110104,102,0.00940026320736981,2011,Qtr 1,Tháng Giêng,4,0.00939426705458727
20110104,103,0.120796289137998,2011,Qtr 1,Tháng Giêng,4,0.120796289137998
20110105,3,1,2011,Qtr 1,Tháng Giêng,5,1.000200040008
20110105,6,0.637795777791951,2011,Qtr 1,Tháng Giêng,5,0.637836458731981
20110105,14,0.0015713390275517,2011,Qtr 1,Tháng Giêng,5,0.00157153633392004
20110105,16,0.517330574236937,2011,Qtr 1,Tháng Giêng,5,0.520020800832033
20110105,19,0.683854202284073,2011,Qtr 1,Tháng Giêng,5,0.684743905779239
20110105,29,0.527287107830214,2011,Qtr 1,Tháng Giêng,5,0.527509627050694
20110105,36,1.03124677735382,2011,Qtr 1,Tháng Giêng,5,1.03199174406605
20110105,39,0.157220344312554,2011,Qtr 1,Tháng Giêng,5,0.157220344312554
20110105,61,0.107238605898123,2011,Qtr 1,Tháng Giêng,5,0.107261611069398
20110105,85,0.266616898179007,2011,Qtr 1,Tháng Giêng,5,0.267308206361935
20110105,98,1.62048290390536,2011,Qtr 1,Tháng Giêng,5,1.62258640272595
20110105,100,1,2011,Qtr 1,Tháng Giêng,5,1
20110105,102,0.00945715906941555,2011,Qtr 1,Tháng Giêng,5,0.00945931501316264
20110105,103,0.120796289137998,2011,Qtr 1,Tháng Giêng,5,0.120803585450416
20110106,3,1,2011,Qtr 1,Tháng Giêng,6,0.999200639488409
20110106,6,0.63588960956378,2011,Qtr 1,Tháng Giêng,6,0.635566289564002
20110106,14,0.00157047506870828,2011,Qtr 1,Tháng Giêng,6,0.00157025312480372
20110106,16,0.517330574236937,2011,Qtr 1,Tháng Giêng,6,0.517089818501474
20110106,19,0.682221312593805,2011,Qtr 1,Tháng Giêng,6,0.677874186550976
20110106,29,0.52723150735488,2011,Qtr 1,Tháng Giêng,6,0.527120341573981
20110106,36,1.03124677735382,2011,Qtr 1,Tháng Giêng,6,1.03029054193282
20110106,39,0.157205514769458,2011,Qtr 1,Tháng Giêng,6,0.157200572210083
20110106,61,0.107067527489588,2011,Qtr 1,Tháng Giêng,6,0.107067527489588
20110106,85,0.266616898179007,2011,Qtr 1,Tháng Giêng,6,0.266276128345094
20110106,98,1.62364020133138,2011,Qtr 1,Tháng Giêng,6,1.62258640272595
20110106,100,1,2011,Qtr 1,Tháng Giêng,6,1
20110106,102,0.00957212596917775,2011,Qtr 1,Tháng Giêng,6,0.00956571647216376
20110106,103,0.120797748329971,2011,Qtr 1,Tháng Giêng,6,0.120793370859807
20110107,3,1,2011,Qtr 1,Tháng Giêng,7,1.000200040008
20110107,6,0.632511068943706,2011,Qtr 1,Tháng Giêng,7,0.632511068943706
20110107,14,0.00156924284032954,2011,Qtr 1,Tháng Giêng,7,0.00156944011322569
20110107,16,0.518403317781234,2011,Qtr 1,Tháng Giêng,7,0.520860461482369
20110107,19,0.681291729118409,2011,Qtr 1,Tháng Giêng,7,0.685494927337538
20110107,29,0.523094627818172,2011,Qtr 1,Tháng Giêng,7,0.523313621853577
20110107,36,1.0231225700839,2011,Qtr 1,Tháng Giêng,7,1.02354145342886
20110107,39,0.155969741870077,2011,Qtr 1,Tháng Giêng,7,0.155984339172347
20110107,61,0.107446008380789,2011,Qtr 1,Tháng Giêng,7,0.107539601458237
20110107,85,0.266616898179007,2011,Qtr 1,Tháng Giêng,7,0.266652445202923
20110107,98,1.61524794055888,2011,Qtr 1,Tháng Giêng,7,1.61576991436419
20110107,100,1,2011,Qtr 1,Tháng Giêng,7,1
20110107,102,0.00956388676358072,2011,Qtr 1,Tháng Giêng,7,0.0095649845047251
20110107,103,0.120797748329971,2011,Qtr 1,Tháng Giêng,7,0.120803585450416
20110108,3,1,2011,Qtr 1,Tháng Giêng,8,0.999600159936026
20110108,6,0.634195839675292,2011,Qtr 1,Tháng Giêng,8,0.63403499873193
20110108,14,0.00156862745098039,2011,Qtr 1,Tháng Giêng,8,0.0015684552284455
20110108,16,0.518161562775273,2011,Qtr 1,Tháng Giêng,8,0.517866390471258
20110108,19,0.681245316438449,2011,Qtr 1,Tháng Giêng,8,0.678518116433709
20110108,29,0.521050437682368,2011,Qtr 1,Tháng Giêng,8,0.52099614462853
20110108,36,1.01916021198532,2011,Qtr 1,Tháng Giêng,8,1.01916021198532
20110108,39,0.155361526271634,2011,Qtr 1,Tháng Giêng,8,0.155361526271634
20110108,61,0.107411385606874,2011,Qtr 1,Tháng Giêng,8,0.107401003125369
20110108,85,0.266616898179007,2011,Qtr 1,Tháng Giêng,8,0.265978668510785
20110108,98,1.61238310222509,2011,Qtr 1,Tháng Giêng,8,1.61030595813205
20110108,100,1,2011,Qtr 1,Tháng Giêng,8,1
20110108,102,0.00957762666411263,2011,Qtr 1,Tháng Giêng,8,0.00957313395686346
20110108,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,8,0.121390160113621
20110109,3,1,2011,Qtr 1,Tháng Giêng,9,1.00090081072966
20110109,6,0.636902108145978,2011,Qtr 1,Tháng Giêng,9,0.637186185803492
20110109,14,0.00156801254410035,2011,Qtr 1,Tháng Giêng,9,0.00156801254410035
20110109,16,0.51907604464054,2011,Qtr 1,Tháng Giêng,9,0.520318434882148
20110109,19,0.681570338058888,2011,Qtr 1,Tháng Giêng,9,0.68203519301596
20110109,29,0.518349574953349,2011,Qtr 1,Tháng Giêng,9,0.518483952921657
20110109,36,1.01378751013788,2011,Qtr 1,Tháng Giêng,9,1.0143016533117
20110109,39,0.154554727829124,2011,Qtr 1,Tháng Giêng,9,0.154571450653064
20110109,61,0.106838748277225,2011,Qtr 1,Tháng Giêng,9,0.106928999144568
20110109,85,0.26663111585122,2011,Qtr 1,Tháng Giêng,9,0.266723567694442
20110109,98,1.61082474226804,2011,Qtr 1,Tháng Giêng,9,1.61290322580645
20110109,100,1,2011,Qtr 1,Tháng Giêng,9,1
20110109,102,0.00961630926050582,2011,Qtr 1,Tháng Giêng,9,0.00962380544514912
20110109,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,9,0.121404897473564
20110110,3,1,2011,Qtr 1,Tháng Giêng,10,0.999600159936026
20110110,6,0.637511156445238,2011,Qtr 1,Tháng Giêng,10,0.637470516988589
20110110,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,10,0.00156597450593504
20110110,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,10,0.518941359626362
20110110,19,0.681291729118409,2011,Qtr 1,Tháng Giêng,10,0.679624847084409
20110110,29,0.519993760074879,2011,Qtr 1,Tháng Giêng,10,0.519858598461219
20110110,36,1.01708706265256,2011,Qtr 1,Tháng Giêng,10,1.01688021151108
20110110,39,0.15504116342889,2011,Qtr 1,Tháng Giêng,10,0.155026742113015
20110110,61,0.106838748277225,2011,Qtr 1,Tháng Giêng,10,0.106838748277225
20110110,85,0.266616898179007,2011,Qtr 1,Tháng Giêng,10,0.266496109156806
20110110,98,1.60487883164821,2011,Qtr 1,Tháng Giêng,10,1.60462130937099
20110110,100,1,2011,Qtr 1,Tháng Giêng,10,1
20110110,102,0.00981836033382425,2011,Qtr 1,Tháng Giêng,10,0.00981132815949295
20110110,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,10,0.121399002100203
20110111,3,1,2011,Qtr 1,Tháng Giêng,11,1.00080064051241
20110111,6,0.634155621789587,2011,Qtr 1,Tháng Giêng,11,0.634236062662523
20110111,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,11,0.00156636721380396
20110111,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,11,0.521403618541113
20110111,19,0.681059728938228,2011,Qtr 1,Tháng Giêng,11,0.682873531821907
20110111,29,0.51907604464054,2011,Qtr 1,Tháng Giêng,11,0.51915688921192
20110111,36,1.01533150573662,2011,Qtr 1,Tháng Giêng,11,1.01584721657863
20110111,39,0.154765221159501,2011,Qtr 1,Tháng Giêng,11,0.154781989567694
20110111,61,0.106838748277225,2011,Qtr 1,Tháng Giêng,11,0.106860440265014
20110111,85,0.266616898179007,2011,Qtr 1,Tháng Giêng,11,0.267036957914975
20110111,98,1.60539412425751,2011,Qtr 1,Tháng Giêng,11,1.60590974787217
20110111,100,1,2011,Qtr 1,Tháng Giêng,11,1
20110111,102,0.00975134080936129,2011,Qtr 1,Tháng Giêng,11,0.00975677339601085
20110111,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,11,0.121407845374968
20110112,3,1,2011,Qtr 1,Tháng Giêng,12,0.99930048965724
20110112,6,0.636618283677107,2011,Qtr 1,Tháng Giêng,12,0.636618283677107
20110112,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,12,0.00156609737461002
20110112,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,12,0.519480519480519
20110112,19,0.679163270850312,2011,Qtr 1,Tháng Giêng,12,0.678518116433709
20110112,29,0.516929439131559,2011,Qtr 1,Tháng Giêng,12,0.51671575466336
20110112,36,1.01112234580384,2011,Qtr 1,Tháng Giêng,12,1.01040719409922
20110112,39,0.154125951727752,2011,Qtr 1,Tháng Giêng,12,0.154116450389915
20110112,61,0.106953015540273,2011,Qtr 1,Tháng Giêng,12,0.106940434178163
20110112,85,0.26663111585122,2011,Qtr 1,Tháng Giêng,12,0.265992818193909
20110112,98,1.60307790958641,2011,Qtr 1,Tháng Giêng,12,1.60179400929041
20110112,100,1,2011,Qtr 1,Tháng Giêng,12,1
20110112,102,0.00977230528681716,2011,Qtr 1,Tháng Giêng,12,0.00976619723811942
20110112,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,12,0.121396054628225
20110113,3,1,2011,Qtr 1,Tháng Giêng,13,1.001001001001
20110113,6,0.635283654151579,2011,Qtr 1,Tháng Giêng,13,0.635364381472775
20110113,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,13,0.00156617071260767
20110113,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,13,0.522493338209938
20110113,19,0.678334011667345,2011,Qtr 1,Tháng Giêng,13,0.6792094002581
20110113,29,0.515649976795751,2011,Qtr 1,Tháng Giêng,13,0.515703161260379
20110113,36,1.00847115772489,2011,Qtr 1,Tháng Giêng,13,1.00938730190774
20110113,39,0.153746809753698,2011,Qtr 1,Tháng Giêng,13,0.153756265567822
20110113,61,0.106953015540273,2011,Qtr 1,Tháng Giêng,13,0.107032002568768
20110113,85,0.26663111585122,2011,Qtr 1,Tháng Giêng,13,0.266695114145509
20110113,98,1.59846547314578,2011,Qtr 1,Tháng Giêng,13,1.60076836881703
20110113,100,1,2011,Qtr 1,Tháng Giêng,13,1
20110113,102,0.00979527867567832,2011,Qtr 1,Tháng Giêng,13,0.00979863798931948
20110113,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,13,0.121407845374968
20110114,3,1,2011,Qtr 1,Tháng Giêng,14,0.99930048965724
20110114,6,0.636699350566662,2011,Qtr 1,Tháng Giêng,14,0.636456211812627
20110114,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,14,0.00156604832292668
20110114,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,14,0.517330574236937
20110114,19,0.678241996744438,2011,Qtr 1,Tháng Giêng,14,0.677736360555744
20110114,29,0.516049127876974,2011,Qtr 1,Tháng Giêng,14,0.516022498580938
20110114,36,1.00928542591845,2011,Qtr 1,Tháng Giêng,14,1.00897992129957
20110114,39,0.153867458571187,2011,Qtr 1,Tháng Giêng,14,0.153848520746473
20110114,61,0.106953015540273,2011,Qtr 1,Tháng Giêng,14,0.106953015540273
20110114,85,0.26663111585122,2011,Qtr 1,Tháng Giêng,14,0.266347050206419
20110114,98,1.59948816378759,2011,Qtr 1,Tháng Giêng,14,1.59846547314578
20110114,100,1,2011,Qtr 1,Tháng Giêng,14,1
20110114,102,0.00977135040062537,2011,Qtr 1,Tháng Giêng,14,0.00976505282893581
20110114,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,14,0.121400475889865
20110115,3,1,2011,Qtr 1,Tháng Giêng,15,1.00090081072966
20110115,6,0.63323201621074,2011,Qtr 1,Tháng Giêng,15,0.633472697326745
20110115,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,15,0.0015662197719584
20110115,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,15,0.520318434882148
20110115,19,0.675675675675676,2011,Qtr 1,Tháng Giêng,15,0.680179567405795
20110115,29,0.514323921205575,2011,Qtr 1,Tháng Giêng,15,0.514376832467466
20110115,36,1.00603621730382,2011,Qtr 1,Tháng Giêng,15,1.00613743837408
20110115,39,0.153350713080816,2011,Qtr 1,Tháng Giêng,15,0.153355416513311
20110115,61,0.106953015540273,2011,Qtr 1,Tháng Giêng,15,0.106974753958066
20110115,85,0.26663111585122,2011,Qtr 1,Tháng Giêng,15,0.267079750013354
20110115,98,1.59897665494084,2011,Qtr 1,Tháng Giêng,15,1.60051216389245
20110115,100,1,2011,Qtr 1,Tháng Giêng,15,1
20110115,102,0.00974943940723408,2011,Qtr 1,Tháng Giêng,15,0.00975210157789004
20110115,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,15,0.121403423576545
20110116,3,1,2011,Qtr 1,Tháng Giêng,16,0.999900009999
20110116,6,0.631991404916893,2011,Qtr 1,Tháng Giêng,16,0.631672035878972
20110116,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,16,0.00156614642936625
20110116,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,16,0.517330574236937
20110116,19,0.675584380489123,2011,Qtr 1,Tháng Giêng,16,0.672902227306372
20110116,29,0.512006553683887,2011,Qtr 1,Tháng Giêng,16,0.512006553683887
20110116,36,1.00140196274785,2011,Qtr 1,Tháng Giêng,16,1.001001001001
20110116,39,0.152664763445949,2011,Qtr 1,Tháng Giêng,16,0.152646120498848
20110116,61,0.106953015540273,2011,Qtr 1,Tháng Giêng,16,0.106860440265014
20110116,85,0.26663111585122,2011,Qtr 1,Tháng Giêng,16,0.266113151311938
20110116,98,1.60051216389245,2011,Qtr 1,Tháng Giêng,16,1.59897665494084
20110116,100,1,2011,Qtr 1,Tháng Giêng,16,1
20110116,102,0.00975895384014834,2011,Qtr 1,Tháng Giêng,16,0.00975828722542619
20110116,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,16,0.121391633688606
20110117,3,1,2011,Qtr 1,Tháng Giêng,17,1.00070049034324
20110117,6,0.631911532385466,2011,Qtr 1,Tháng Giêng,17,0.632031348754898
20110117,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,17,0.00156634267912577
20110117,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,17,0.521403618541113
20110117,19,0.67462726843419,2011,Qtr 1,Tháng Giêng,17,0.674900452183303
20110117,29,0.512321327936882,2011,Qtr 1,Tháng Giêng,17,0.512400081984013
20110117,36,1.00200400801603,2011,Qtr 1,Tháng Giêng,17,1.00270730973629
20110117,39,0.152753379668525,2011,Qtr 1,Tháng Giêng,17,0.152774382791494
20110117,61,0.106953015540273,2011,Qtr 1,Tháng Giêng,17,0.107009095773141
20110117,85,0.26663111585122,2011,Qtr 1,Tháng Giêng,17,0.266794728136172
20110117,98,1.60051216389245,2011,Qtr 1,Tháng Giêng,17,1.60128102481986
20110117,100,1,2011,Qtr 1,Tháng Giêng,17,1
20110117,102,0.00972289742343218,2011,Qtr 1,Tháng Giêng,17,0.00972914072229141
20110117,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,17,0.121407845374968
20110118,3,1,2011,Qtr 1,Tháng Giêng,18,0.999600159936026
20110118,6,0.632591093117409,2011,Qtr 1,Tháng Giêng,18,0.632231143706139
20110118,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,18,0.00156604832292668
20110118,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,18,0.518699102650552
20110118,19,0.675904021628929,2011,Qtr 1,Tháng Giêng,18,0.672404518558365
20110118,29,0.512557662737058,2011,Qtr 1,Tháng Giêng,18,0.512531392547794
20110118,36,1.00250626566416,2011,Qtr 1,Tháng Giêng,18,1.00230530219505
20110118,39,0.152832755116076,2011,Qtr 1,Tháng Giêng,18,0.152825748082037
20110118,61,0.106953015540273,2011,Qtr 1,Tháng Giêng,18,0.106928999144568
20110118,85,0.26663111585122,2011,Qtr 1,Tháng Giêng,18,0.266453503863576
20110118,98,1.60128102481986,2011,Qtr 1,Tháng Giêng,18,1.59974404095345
20110118,100,1,2011,Qtr 1,Tháng Giêng,18,1
20110118,102,0.00973662431235091,2011,Qtr 1,Tháng Giêng,18,0.00972734258727858
20110118,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,18,0.121403423576545
20110119,3,1,2011,Qtr 1,Tháng Giêng,19,1.00050025012506
20110119,6,0.632911392405063,2011,Qtr 1,Tháng Giêng,19,0.633312222925903
20110119,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,19,0.00156626883438273
20110119,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,19,0.521403618541113
20110119,19,0.675721332522468,2011,Qtr 1,Tháng Giêng,19,0.680225834977212
20110119,29,0.518914431010326,2011,Qtr 1,Tháng Giêng,19,0.519049102045054
20110119,36,1.01502233049127,2011,Qtr 1,Tháng Giêng,19,1.01543460601137
20110119,39,0.154719725217768,2011,Qtr 1,Tháng Giêng,19,0.154724513004595
20110119,61,0.106953015540273,2011,Qtr 1,Tháng Giêng,19,0.107021693297231
20110119,85,0.26663111585122,2011,Qtr 1,Tháng Giêng,19,0.266645335039863
20110119,98,1.61004669135405,2011,Qtr 1,Tháng Giêng,19,1.61264312207708
20110119,100,1,2011,Qtr 1,Tháng Giêng,19,1
20110119,102,0.00976276481499561,2011,Qtr 1,Tháng Giêng,19,0.00976581573858864
20110119,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,19,0.121403423576545
20110120,3,1,2011,Qtr 1,Tháng Giêng,20,0.999600159936026
20110120,6,0.635485510930351,2011,Qtr 1,Tháng Giêng,20,0.635364381472775
20110120,14,0.00156617071260767,2011,Qtr 1,Tháng Giêng,20,0.0015659990290806
20110120,16,0.519777535214928,2011,Qtr 1,Tháng Giêng,20,0.518941359626362
20110120,19,0.677966101694915,2011,Qtr 1,Tháng Giêng,20,0.675995403231258
20110120,29,0.522793810121288,2011,Qtr 1,Tháng Giêng,20,0.522602560752548
20110120,36,1.0225994477963,2011,Qtr 1,Tháng Giêng,20,1.02228583111838
20110120,39,0.155882215398045,2011,Qtr 1,Tháng Giêng,20,0.15587492595941
20110120,61,0.105653519847014,2011,Qtr 1,Tháng Giêng,20,0.105542010997478
20110120,85,0.26663111585122,2011,Qtr 1,Tháng Giêng,20,0.266098988823842
20110120,98,1.62364020133138,2011,Qtr 1,Tháng Giêng,20,1.62258640272595
20110120,100,1,2011,Qtr 1,Tháng Giêng,20,1
20110120,102,0.00972762645914397,2011,Qtr 1,Tháng Giêng,20,0.00972299195908565
20110120,103,0.121403423576545,2011,Qtr 1,Tháng Giêng,20,0.121399002100203
20110121,3,1,2011,Qtr 1,Tháng Giêng,21,1.001001001001
20110121,6,0.637511156445238,2011,Qtr 1,Tháng Giêng,21,0.637551801083838
20110121,14,0.00155760837955926,2011,Qtr 1,Tháng Giêng,21,0.00155763239875389
20110121,16,0.535905680600214,2011,Qtr 1,Tháng Giêng,21,0.536193029490617
20110121,19,0.676361176868448,2011,Qtr 1,Tháng Giêng,21,0.679486308350887
20110121,29,0.523971705527902,2011,Qtr 1,Tháng Giêng,21,0.524136485140731
