AccountKey,Sum of Amount,Năm,Quý,Tháng,Ngày,DateKey,Count of DepartmentGroupKey,Count of FinanceKey,Count of OrganizationKey,ScenarioKey
10,743125,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
10,538024,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
10,1495532,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
10,1116030,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
10,441070,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
10,1209727,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
10,812721,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
10,572963,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
10,1432012,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
10,870667,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
10,1435923,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
10,2233805,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
10,1886930,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
10,1086060,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
10,2003586,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
10,1434725,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
10,791201,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
10,1362743,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
10,1033750,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
10,1214948,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
10,1839928,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
10,1137408,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
10,1737676,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
10,2796203,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
10,2322615,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
10,1308707,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
10,2306269,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
10,1964299,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
10,982134,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
10,1508328,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
10,1692987,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
10,1289157,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
10,1969652,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
10,2007586,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
11,176270,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
11,555521,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
11,462700,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
11,345147,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
11,978385,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
11,668935,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
11,302611,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
11,836918,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
11,588422,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
11,385512,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
11,918306,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
11,526197,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
11,996355,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
11,1387003,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
11,1083237,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
11,781963,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
11,1115146,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
11,859957,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
11,586074,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
11,985000,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
11,645310,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
11,712469,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
11,1272906,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
11,854054,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
11,1191867,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
11,1934480,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
11,1565426,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
11,835735,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
11,1495580,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
11,1323613,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
11,661370,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
11,1167738,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
11,1062911,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
11,832857,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
11,1473889,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
11,1393582,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
12,38012,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
12,43068,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
12,52500,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
12,46598,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
12,67558,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
12,96991,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
12,50131,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
12,61121,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
12,46651,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
12,73777,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
12,146033,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
12,65797,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
12,166288,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
12,198926,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
12,1833.77,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
12,146656,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
12,161897,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
12,407.15,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
12,105644,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
12,123747,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
12,550.77,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
12,159146,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
12,161594,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
12,490.13,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
12,115106,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
12,141170,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
12,155721,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
12,93119,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
12,93930,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
12,193608,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
12,59367,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
12,68344,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
12,109897,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
12,86491,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
12,91769,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
12,124986,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
13,57521.85,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
13,23454,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
13,29712,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
13,31130,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
13,38113,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
13,65476,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
13,44384,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
13,59146,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
13,41367,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
13,53267,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
13,50883,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
13,54698,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
13,80291,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
13,111576,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
13,133622,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
13,121630,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
13,72644,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
13,101214,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
13,106170,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
13,49486,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
13,68060,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
13,89533,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
13,97752,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
13,1082.69,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
13,85927,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
13,97914,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
13,96548,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
13,87156,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
13,89135,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
13,67221,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
13,76291,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
13,95374,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
13,105324,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
13,99700,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
13,114029,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
13,137133,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
14,39433.63,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
14,17675,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
14,17216,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
14,20972,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
14,25670,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
14,38515,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
14,30187,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
14,38271,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
14,35585,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
14,41556,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
14,35226,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
14,33605,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
14,80334,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
14,70213,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
14,90828,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
14,92067,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
14,71380,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
14,68867,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
14,70780,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
14,48782,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
14,48301,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
14,50464,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
14,61444,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
14,729.5,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
14,65379,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
14,67739,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
14,71979,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
14,59999,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
14,53817,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
14,45788,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
14,51829,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
14,40784,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
14,43278,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
14,37985,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
14,52329,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
14,44153,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
15,71632.72,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
15,33651,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
15,39246,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
15,45440,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
15,55008,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
15,77887,2011,Qtr 2,Tháng Năm,31,20110531,1,1,1,1
15,57984,2011,Qtr 3,Tháng Bảy,1,20110701,1,1,1,1
15,71903,2011,Qtr 3,Tháng Tám,1,20110801,1,1,1,1
15,51847,2011,Qtr 3,Tháng Tám,29,20110829,1,1,1,1
15,70268,2011,Qtr 3,Tháng Chín,29,20110929,1,1,1,1
15,67844,2011,Qtr 4,Tháng Mười,29,20111029,1,1,1,1
15,76507,2011,Qtr 4,Tháng Mười Một,29,20111129,1,1,1,1
15,114330,2011,Qtr 4,Tháng Mười Hai,29,20111229,1,1,1,1
15,151549,2012,Qtr 1,Tháng Giêng,29,20120129,1,1,1,1
15,162442,2012,Qtr 1,Tháng Hai,29,20120229,1,1,1,1
15,153728,2012,Qtr 1,Tháng Ba,30,20120330,1,1,1,1
15,83820,2012,Qtr 2,Tháng Tư,30,20120430,1,1,1,1
15,133560,2012,Qtr 2,Tháng Năm,30,20120530,1,1,1,1
15,128078,2012,Qtr 2,Tháng Sáu,30,20120630,1,1,1,1
15,67328,2012,Qtr 3,Tháng Bảy,31,20120731,1,1,1,1
15,101481,2012,Qtr 3,Tháng Tám,28,20120828,1,1,1,1
15,109610,2012,Qtr 3,Tháng Chín,28,20120928,1,1,1,1
15,116682,2012,Qtr 4,Tháng Mười,28,20121028,1,1,1,1
15,1401.85,2012,Qtr 4,Tháng Mười Một,28,20121128,1,1,1,1
15,123286,2012,Qtr 4,Tháng Mười Hai,28,20121228,1,1,1,1
15,117004,2013,Qtr 1,Tháng Giêng,28,20130128,1,1,1,1
15,139805,2013,Qtr 1,Tháng Hai,28,20130228,1,1,1,1
15,130103,2013,Qtr 1,Tháng Ba,30,20130330,1,1,1,1
15,114362,2013,Qtr 2,Tháng Tư,30,20130430,1,1,1,1
15,90602,2013,Qtr 2,Tháng Năm,30,20130530,1,1,1,1
15,87190,2013,Qtr 2,Tháng Sáu,30,20130630,1,1,1,1
15,136635,2013,Qtr 3,Tháng Bảy,31,20130731,1,1,1,1
15,143107,2013,Qtr 3,Tháng Tám,29,20130829,1,1,1,1
15,138147,2013,Qtr 3,Tháng Chín,29,20130929,1,1,1,1
15,162577,2013,Qtr 4,Tháng Mười,29,20131029,1,1,1,1
15,159573,2013,Qtr 4,Tháng Mười Một,29,20131129,1,1,1,1
18,10395.21,2010,Qtr 4,Tháng Mười Hai,29,20101229,1,1,1,1
18,13720,2011,Qtr 1,Tháng Giêng,29,20110129,1,1,1,1
18,13720,2011,Qtr 1,Tháng Ba,1,20110301,1,1,1,1
18,13720,2011,Qtr 1,Tháng Ba,31,20110331,1,1,1,1
18,13720,2011,Qtr 2,Tháng Năm,1,20110501,1,1,1,1
